http://dbpedia.org/resource/!!!	20000
http://dbpedia.org/resource/2_Tone_(music_genre)	20001
http://dbpedia.org/resource/4Him	20002
http://dbpedia.org/resource/A._J._Pero	20003
http://dbpedia.org/resource/AN21	20004
http://dbpedia.org/resource/ARP_2600	20005
http://dbpedia.org/resource/A_Camp	20006
http://dbpedia.org/resource/A_Primitive_Evolution	20007
http://dbpedia.org/resource/A_cappella	20008
http://dbpedia.org/resource/Aachen	20009
http://dbpedia.org/resource/Aalborg	20010
http://dbpedia.org/resource/Aalst,_Belgium	20011
http://dbpedia.org/resource/Aarhus	20012
http://dbpedia.org/resource/Aaron_Abellira	20013
http://dbpedia.org/resource/Aaron_Barrett	20014
http://dbpedia.org/resource/Aaron_Cometbus	20015
http://dbpedia.org/resource/Aaron_Escolopio	20016
http://dbpedia.org/resource/Aaron_Gillespie	20017
http://dbpedia.org/resource/Aaron_Heick	20018
http://dbpedia.org/resource/Aaron_Lee_Tasjan	20019
http://dbpedia.org/resource/Aaron_Lewis	20020
http://dbpedia.org/resource/Aaron_Smith_(musician)	20021
http://dbpedia.org/resource/Aarschot	20022
http://dbpedia.org/resource/Abe_Cunningham	20023
http://dbpedia.org/resource/Abiodun_Oyewole	20024
http://dbpedia.org/resource/Ableton	20025
http://dbpedia.org/resource/Ableton_Live	20026
http://dbpedia.org/resource/Absolom	20027
http://dbpedia.org/resource/Absolute_music	20028
http://dbpedia.org/resource/Accordion	20029
http://dbpedia.org/resource/Ace_Von_Johnson	20030
http://dbpedia.org/resource/Acey_Slade	20031
http://dbpedia.org/resource/Acid_house	20032
http://dbpedia.org/resource/Acid_jazz	20033
http://dbpedia.org/resource/Acid_rock	20034
http://dbpedia.org/resource/Acid_techno	20035
http://dbpedia.org/resource/Acoustic_guitar	20036
http://dbpedia.org/resource/Acoustic_hip_hop	20037
http://dbpedia.org/resource/Acoustic_music	20038
http://dbpedia.org/resource/Activism	20039
http://dbpedia.org/resource/Actor	20040
http://dbpedia.org/resource/Ad-Rock	20041
http://dbpedia.org/resource/Adam_Carson	20042
http://dbpedia.org/resource/Adam_Deitch	20043
http://dbpedia.org/resource/Adam_Doll	20044
http://dbpedia.org/resource/Adam_Donovan	20045
